"State","District","Crop","Year","Season","Area","Area Units","Production","Production Units","Yield"
"Andhra Pradesh","KURNOOL","Small millets","2001-02","Kharif","19657.0","Hectare","14815.0","Tonnes","0.7536755354326703"
"Andhra Pradesh","KURNOOL","Small millets","2001-02","Rabi","18.0","Hectare","14.0","Tonnes","0.7777777777777778"
"Andhra Pradesh","KURNOOL","Small millets","2002-03","Kharif","14091.0","Hectare","8778.0","Tonnes","0.6229508196721312"
"Andhra Pradesh","KURNOOL","Small millets","2002-03","Rabi","15.0","Hectare","9.0","Tonnes","0.6"
"Andhra Pradesh","KURNOOL","Small millets","2003-04","Kharif","16995.0","Hectare","13579.0","Tonnes","0.7989997057958222"
"Andhra Pradesh","KURNOOL","Small millets","2003-04","Rabi","13.0","Hectare","10.0","Tonnes","0.7692307692307693"
"Andhra Pradesh","MAHBUBNAGAR","Small millets","2001-02","Kharif","2181.0","Hectare","523.0","Tonnes","0.23979825767996332"
"Andhra Pradesh","MAHBUBNAGAR","Small millets","2002-03","Kharif","1866.0","Hectare","828.0","Tonnes","0.4437299035369775"
"Andhra Pradesh","MAHBUBNAGAR","Small millets","2003-04","Kharif","1909.0","Hectare","1020.0","Tonnes","0.5343111576741749"
"Andhra Pradesh","MEDAK","Small millets","2001-02","Kharif","23.0","Hectare","5.0","Tonnes","0.21739130434782608"
"Andhra Pradesh","MEDAK","Small millets","2002-03","Kharif","7.0","Hectare","3.0","Tonnes","0.42857142857142855"
"Andhra Pradesh","MEDAK","Small millets","2002-03","Rabi","3.0","Hectare","","Tonnes","0.0"
"Andhra Pradesh","MEDAK","Small millets","2003-04","Kharif","4.0","Hectare","2.0","Tonnes","0.5"
"Andhra Pradesh","NALGONDA","Small millets","2003-04","Kharif","3.0","Hectare","2.0","Tonnes","0.6666666666666666"
"Andhra Pradesh","NIZAMABAD","Small millets","2003-04","Rabi","2255.0","Hectare","1283.0","Tonnes","0.5689578713968958"
"Andhra Pradesh","PRAKASAM","Small millets","2001-02","Kharif","1575.0","Hectare","1177.0","Tonnes","0.7473015873015874"
"Andhra Pradesh","PRAKASAM","Small millets","2001-02","Rabi","823.0","Hectare","683.0","Tonnes","0.8298906439854192"
"Andhra Pradesh","PRAKASAM","Small millets","2002-03","Kharif","634.0","Hectare","432.0","Tonnes","0.6813880126182965"
"Andhra Pradesh","PRAKASAM","Small millets","2002-03","Rabi","1738.0","Hectare","626.0","Tonnes","0.36018411967779057"
"Andhra Pradesh","PRAKASAM","Small millets","2003-04","Kharif","872.0","Hectare","848.0","Tonnes","0.9724770642201835"
"Andhra Pradesh","PRAKASAM","Small millets","2003-04","Rabi","653.0","Hectare","349.0","Tonnes","0.5344563552833078"
"Andhra Pradesh","RANGAREDDI","Small millets","2001-02","Kharif","248.0","Hectare","64.0","Tonnes","0.25806451612903225"
"Andhra Pradesh","RANGAREDDI","Small millets","2002-03","Kharif","153.0","Hectare","56.0","Tonnes","0.3660130718954248"
"Andhra Pradesh","RANGAREDDI","Small millets","2003-04","Kharif","39.0","Hectare","12.0","Tonnes","0.3076923076923077"
"Andhra Pradesh","SRIKAKULAM","Small millets","2001-02","Kharif","205.0","Hectare","130.0","Tonnes","0.6341463414634146"
"Andhra Pradesh","SRIKAKULAM","Small millets","2002-03","Kharif","165.0","Hectare","107.0","Tonnes","0.6484848484848484"
"Andhra Pradesh","SRIKAKULAM","Small millets","2003-04","Kharif","149.0","Hectare","105.0","Tonnes","0.7046979865771812"
"Andhra Pradesh","VISAKHAPATANAM","Small millets","2001-02","Kharif","22468.0","Hectare","11934.0","Tonnes","0.5311554210432615"
"Andhra Pradesh","VISAKHAPATANAM","Small millets","2002-03","Kharif","21698.0","Hectare","8688.0","Tonnes","0.4004055673333948"
"Andhra Pradesh","VISAKHAPATANAM","Small millets","2003-04","Kharif","18941.0","Hectare","8205.0","Tonnes","0.43318726571986693"
"Andhra Pradesh","VIZIANAGARAM","Small millets","2001-02","Kharif","4221.0","Hectare","2214.0","Tonnes","0.5245202558635395"
"Andhra Pradesh","VIZIANAGARAM","Small millets","2002-03","Kharif","3658.0","Hectare","1893.0","Tonnes","0.5174958993985784"
"Andhra Pradesh","VIZIANAGARAM","Small millets","2003-04","Kharif","3364.0","Hectare","2185.0","Tonnes","0.6495243757431629"
"Andhra Pradesh","WEST GODAVARI","Small millets","2001-02","Kharif","24.0","Hectare","12.0","Tonnes","0.5"
"Andhra Pradesh","ADILABAD","Soyabean","2002-03","Kharif","38558.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","ADILABAD","Soyabean","2003-04","Kharif","65721.0","Hectare","103839.0","Tonnes","1.5799972611494042"
"Andhra Pradesh","ANANTAPUR","Soyabean","2002-03","Kharif","51.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","ANANTAPUR","Soyabean","2003-04","Kharif","16.0","Hectare","18.0","Tonnes","1.125"
"Andhra Pradesh","GUNTUR","Soyabean","2002-03","Kharif","2376.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","GUNTUR","Soyabean","2003-04","Kharif","1631.0","Hectare","1796.0","Tonnes","1.1011649294911097"
"Andhra Pradesh","MEDAK","Soyabean","2003-04","Kharif","400.0","Hectare","632.0","Tonnes","1.58"
"Andhra Pradesh","NIZAMABAD","Soyabean","2002-03","Kharif","287.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","NIZAMABAD","Soyabean","2003-04","Kharif","607.0","Hectare","959.0","Tonnes","1.5799011532125207"
"Andhra Pradesh","PRAKASAM","Soyabean","2002-03","Kharif","12.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","PRAKASAM","Soyabean","2003-04","Kharif","49.0","Hectare","54.0","Tonnes","1.1020408163265305"
"Andhra Pradesh","ADILABAD","Sugarcane","2001-02","Whole Year","8.0","Hectare","704.0","Tonnes","88.0"
"Andhra Pradesh","ADILABAD","Sugarcane","2002-03","Whole Year","56.0","Hectare","3990.0","Tonnes","71.25"
"Andhra Pradesh","ADILABAD","Sugarcane","2003-04","Whole Year","121.0","Hectare","9680.0","Tonnes","80.0"
"Andhra Pradesh","ANANTAPUR","Sugarcane","2001-02","Whole Year","490.0","Hectare","42470.0","Tonnes","86.6734693877551"
"Andhra Pradesh","ANANTAPUR","Sugarcane","2002-03","Whole Year","329.0","Hectare","22481.0","Tonnes","68.33130699088146"
"Andhra Pradesh","ANANTAPUR","Sugarcane","2003-04","Whole Year","454.0","Hectare","32386.0","Tonnes","71.33480176211454"
"Andhra Pradesh","CHITTOOR","Sugarcane","2001-02","Whole Year","38789.0","Hectare","3337250.0","Tonnes","86.03598958467607"
"Andhra Pradesh","CHITTOOR","Sugarcane","2002-03","Whole Year","39436.0","Hectare","2684685.0","Tonnes","68.07701085302769"
"Andhra Pradesh","CHITTOOR","Sugarcane","2003-04","Whole Year","26845.0","Hectare","1881888.0","Tonnes","70.1019929223319"
"Andhra Pradesh","EAST GODAVARI","Sugarcane","2001-02","Whole Year","14255.0","Hectare","1282665.0","Tonnes","89.98000701508242"
"Andhra Pradesh","EAST GODAVARI","Sugarcane","2002-03","Whole Year","15425.0","Hectare","1269570.0","Tonnes","82.30599675850891"
"Andhra Pradesh","EAST GODAVARI","Sugarcane","2003-04","Whole Year","16285.0","Hectare","1397774.0","Tonnes","85.83199263125576"
"Andhra Pradesh","GUNTUR","Sugarcane","2001-02","Whole Year","1700.0","Hectare","139080.0","Tonnes","81.81176470588235"
"Andhra Pradesh","GUNTUR","Sugarcane","2002-03","Whole Year","1738.0","Hectare","114932.0","Tonnes","66.1288837744534"
"Andhra Pradesh","GUNTUR","Sugarcane","2003-04","Whole Year","1547.0","Hectare","110569.0","Tonnes","71.47317388493859"
"Andhra Pradesh","KADAPA","Sugarcane","2001-02","Whole Year","674.0","Hectare","62755.0","Tonnes","93.10830860534125"
"Andhra Pradesh","KADAPA","Sugarcane","2002-03","Whole Year","1063.0","Hectare","78516.0","Tonnes","73.862652869238"
"Andhra Pradesh","KADAPA","Sugarcane","2003-04","Whole Year","555.0","Hectare","40233.0","Tonnes","72.4918918918919"
"Andhra Pradesh","KARIMNAGAR","Sugarcane","2001-02","Whole Year","2106.0","Hectare","180779.0","Tonnes","85.83998100664768"
"Andhra Pradesh","KARIMNAGAR","Sugarcane","2002-03","Whole Year","579.0","Hectare","37410.0","Tonnes","64.61139896373057"
"Andhra Pradesh","KARIMNAGAR","Sugarcane","2003-04","Whole Year","1623.0","Hectare","126290.0","Tonnes","77.81269254467037"
"Andhra Pradesh","KHAMMAM","Sugarcane","2001-02","Whole Year","5081.0","Hectare","431595.0","Tonnes","84.94292462113758"
"Andhra Pradesh","KHAMMAM","Sugarcane","2002-03","Whole Year","6031.0","Hectare","387190.0","Tonnes","64.19996683800365"
"Andhra Pradesh","KHAMMAM","Sugarcane","2003-04","Whole Year","3310.0","Hectare","253702.0","Tonnes","76.64712990936556"
"Andhra Pradesh","KRISHNA","Sugarcane","2001-02","Whole Year","10690.0","Hectare","1112198.0","Tonnes","104.04097287184284"
"Andhra Pradesh","KRISHNA","Sugarcane","2002-03","Whole Year","15203.0","Hectare","1535260.0","Tonnes","100.98401631256989"
"Andhra Pradesh","KRISHNA","Sugarcane","2003-04","Whole Year","17524.0","Hectare","1322046.0","Tonnes","75.44202236932207"
"Andhra Pradesh","KURNOOL","Sugarcane","2001-02","Whole Year","48.0","Hectare","4175.0","Tonnes","86.97916666666667"
"Andhra Pradesh","KURNOOL","Sugarcane","2002-03","Whole Year","80.0","Hectare","5906.0","Tonnes","73.825"
"Andhra Pradesh","KURNOOL","Sugarcane","2003-04","Whole Year","435.0","Hectare","31537.0","Tonnes","72.49885057471265"
"Andhra Pradesh","MAHBUBNAGAR","Sugarcane","2002-03","Whole Year","50.0","Hectare","3480.0","Tonnes","69.6"
"Andhra Pradesh","MAHBUBNAGAR","Sugarcane","2003-04","Whole Year","44.0","Hectare","3520.0","Tonnes","80.0"
"Andhra Pradesh","MEDAK","Sugarcane","2001-02","Whole Year","27207.0","Hectare","2365132.0","Tonnes","86.93101040173485"
"Andhra Pradesh","MEDAK","Sugarcane","2002-03","Whole Year","30902.0","Hectare","2239066.0","Tonnes","72.45699307488188"
"Andhra Pradesh","MEDAK","Sugarcane","2003-04","Whole Year","25967.0","Hectare","1912677.0","Tonnes","73.65798898602071"
"Andhra Pradesh","NALGONDA","Sugarcane","2001-02","Whole Year","28.0","Hectare","2401.0","Tonnes","85.75"
"Andhra Pradesh","NALGONDA","Sugarcane","2002-03","Whole Year","50.0","Hectare","3420.0","Tonnes","68.4"
"Andhra Pradesh","NALGONDA","Sugarcane","2003-04","Whole Year","123.0","Hectare","9330.0","Tonnes","75.85365853658537"
"Andhra Pradesh","NIZAMABAD","Sugarcane","2001-02","Whole Year","19824.0","Hectare","1631634.0","Tonnes","82.30599273607749"
"Andhra Pradesh","NIZAMABAD","Sugarcane","2002-03","Whole Year","18108.0","Hectare","929864.0","Tonnes","51.351005080627345"
"Andhra Pradesh","NIZAMABAD","Sugarcane","2003-04","Whole Year","15242.0","Hectare","1173146.0","Tonnes","76.96798320430389"
"Andhra Pradesh","PRAKASAM","Sugarcane","2001-02","Whole Year","287.0","Hectare","23462.0","Tonnes","81.74912891986062"
"Andhra Pradesh","PRAKASAM","Sugarcane","2002-03","Whole Year","376.0","Hectare","24440.0","Tonnes","65.0"
"Andhra Pradesh","PRAKASAM","Sugarcane","2003-04","Whole Year","289.0","Hectare","20521.0","Tonnes","71.00692041522491"
"Andhra Pradesh","RANGAREDDI","Sugarcane","2001-02","Whole Year","1034.0","Hectare","86285.0","Tonnes","83.44777562862669"
"Andhra Pradesh","RANGAREDDI","Sugarcane","2002-03","Whole Year","432.0","Hectare","27430.0","Tonnes","63.495370370370374"
"Andhra Pradesh","RANGAREDDI","Sugarcane","2003-04","Whole Year","890.0","Hectare","65660.0","Tonnes","73.7752808988764"
"Andhra Pradesh","SPSR NELLORE","Sugarcane","2001-02","Whole Year","9842.0","Hectare","869265.0","Tonnes","88.32198740093477"
"Andhra Pradesh","SPSR NELLORE","Sugarcane","2002-03","Whole Year","6986.0","Hectare","727885.0","Tonnes","104.19195533924993"
"Andhra Pradesh","SPSR NELLORE","Sugarcane","2003-04","Whole Year","5694.0","Hectare","547216.0","Tonnes","96.10396909027045"
"Andhra Pradesh","SRIKAKULAM","Sugarcane","2001-02","Whole Year","6631.0","Hectare","540035.0","Tonnes","81.44095913135274"
"Andhra Pradesh","SRIKAKULAM","Sugarcane","2002-03","Whole Year","3150.0","Hectare","207251.0","Tonnes","65.79396825396826"
"Andhra Pradesh","SRIKAKULAM","Sugarcane","2003-04","Whole Year","6835.0","Hectare","487281.0","Tonnes","71.29202633504023"
"Andhra Pradesh","VISAKHAPATANAM","Sugarcane","2001-02","Whole Year","36135.0","Hectare","2167594.0","Tonnes","59.98599695585997"
"Andhra Pradesh","VISAKHAPATANAM","Sugarcane","2002-03","Whole Year","44085.0","Hectare","1588904.0","Tonnes","36.04182828626517"
"Andhra Pradesh","VISAKHAPATANAM","Sugarcane","2003-04","Whole Year","38962.0","Hectare","1984023.0","Tonnes","50.92200092397721"
"Andhra Pradesh","VIZIANAGARAM","Sugarcane","2001-02","Whole Year","10614.0","Hectare","732143.0","Tonnes","68.97899001319013"
"Andhra Pradesh","VIZIANAGARAM","Sugarcane","2002-03","Whole Year","13400.0","Hectare","579550.0","Tonnes","43.25"
"Andhra Pradesh","VIZIANAGARAM","Sugarcane","2003-04","Whole Year","13501.0","Hectare","668907.0","Tonnes","49.54499666691356"
"Andhra Pradesh","WEST GODAVARI","Sugarcane","2001-02","Whole Year","32855.0","Hectare","3070267.0","Tonnes","93.4490031958606"
"Andhra Pradesh","WEST GODAVARI","Sugarcane","2002-03","Whole Year","34992.0","Hectare","2915988.0","Tonnes","83.33299039780522"
"Andhra Pradesh","WEST GODAVARI","Sugarcane","2003-04","Whole Year","32723.0","Hectare","2991438.0","Tonnes","91.41698499526328"
"Andhra Pradesh","ADILABAD","Sunflower","2001-02","Kharif","1221.0","Hectare","629.0","Tonnes","0.5151515151515151"
"Andhra Pradesh","ADILABAD","Sunflower","2002-03","Kharif","364.0","Hectare","194.0","Tonnes","0.532967032967033"
"Andhra Pradesh","ADILABAD","Sunflower","2003-04","Kharif","1144.0","Hectare","835.0","Tonnes","0.7298951048951049"
"Andhra Pradesh","ANANTAPUR","Sunflower","2001-02","Kharif","51610.0","Hectare","33580.0","Tonnes","0.6506490990118194"
"Andhra Pradesh","ANANTAPUR","Sunflower","2002-03","Kharif","60319.0","Hectare","22149.0","Tonnes","0.3671977320578922"
"Andhra Pradesh","ANANTAPUR","Sunflower","2003-04","Kharif","74525.0","Hectare","29572.0","Tonnes","0.39680644079168065"
"Andhra Pradesh","CHITTOOR","Sunflower","2001-02","Kharif","1358.0","Hectare","1177.0","Tonnes","0.8667157584683358"
"Andhra Pradesh","CHITTOOR","Sunflower","2002-03","Kharif","2098.0","Hectare","1320.0","Tonnes","0.6291706387035272"
"Andhra Pradesh","CHITTOOR","Sunflower","2003-04","Kharif","2563.0","Hectare","1488.0","Tonnes","0.5805696449473273"
"Andhra Pradesh","EAST GODAVARI","Sunflower","2001-02","Kharif","62.0","Hectare","54.0","Tonnes","0.8709677419354839"
"Andhra Pradesh","EAST GODAVARI","Sunflower","2002-03","Kharif","210.0","Hectare","215.0","Tonnes","1.0238095238095237"
"Andhra Pradesh","EAST GODAVARI","Sunflower","2003-04","Kharif","413.0","Hectare","459.0","Tonnes","1.1113801452784504"
"Andhra Pradesh","GUNTUR","Sunflower","2002-03","Kharif","44.0","Hectare","48.0","Tonnes","1.0909090909090908"
"Andhra Pradesh","GUNTUR","Sunflower","2003-04","Kharif","398.0","Hectare","437.0","Tonnes","1.0979899497487438"
"Andhra Pradesh","KADAPA","Sunflower","2001-02","Kharif","42724.0","Hectare","45269.0","Tonnes","1.059568392472615"
"Andhra Pradesh","KADAPA","Sunflower","2002-03","Kharif","102633.0","Hectare","50250.0","Tonnes","0.48960860541930956"
"Andhra Pradesh","KADAPA","Sunflower","2003-04","Kharif","96050.0","Hectare","54603.0","Tonnes","0.5684851639770953"
"Andhra Pradesh","KARIMNAGAR","Sunflower","2001-02","Kharif","564.0","Hectare","712.0","Tonnes","1.2624113475177305"
"Andhra Pradesh","KARIMNAGAR","Sunflower","2002-03","Kharif","202.0","Hectare","211.0","Tonnes","1.0445544554455446"
"Andhra Pradesh","KARIMNAGAR","Sunflower","2003-04","Kharif","497.0","Hectare","898.0","Tonnes","1.806841046277666"
"Andhra Pradesh","KHAMMAM","Sunflower","2002-03","Kharif","27.0","Hectare","22.0","Tonnes","0.8148148148148148"
"Andhra Pradesh","KHAMMAM","Sunflower","2003-04","Kharif","716.0","Hectare","778.0","Tonnes","1.0865921787709498"
"Andhra Pradesh","KRISHNA","Sunflower","2001-02","Kharif","34.0","Hectare","38.0","Tonnes","1.1176470588235294"
"Andhra Pradesh","KRISHNA","Sunflower","2002-03","Kharif","21.0","Hectare","23.0","Tonnes","1.0952380952380953"
"Andhra Pradesh","KRISHNA","Sunflower","2003-04","Kharif","511.0","Hectare","600.0","Tonnes","1.1741682974559686"
"Andhra Pradesh","KURNOOL","Sunflower","2001-02","Kharif","133400.0","Hectare","106830.0","Tonnes","0.800824587706147"
"Andhra Pradesh","KURNOOL","Sunflower","2002-03","Kharif","192119.0","Hectare","151230.0","Tonnes","0.7871683696042557"
"Andhra Pradesh","KURNOOL","Sunflower","2003-04","Kharif","216637.0","Hectare","142013.0","Tonnes","0.6555343731680184"
"Andhra Pradesh","MAHBUBNAGAR","Sunflower","2001-02","Kharif","17909.0","Hectare","9292.0","Tonnes","0.5188452733262605"
"Andhra Pradesh","MAHBUBNAGAR","Sunflower","2002-03","Kharif","25954.0","Hectare","17593.0","Tonnes","0.6778531247591894"
"Andhra Pradesh","MAHBUBNAGAR","Sunflower","2003-04","Kharif","37453.0","Hectare","28257.0","Tonnes","0.7544655968814247"
"Andhra Pradesh","MEDAK","Sunflower","2001-02","Kharif","3966.0","Hectare","5242.0","Tonnes","1.3217347453353505"
"Andhra Pradesh","MEDAK","Sunflower","2002-03","Kharif","3611.0","Hectare","4545.0","Tonnes","1.2586541124342288"
"Andhra Pradesh","MEDAK","Sunflower","2003-04","Kharif","7855.0","Hectare","15357.0","Tonnes","1.9550604710375556"
"Andhra Pradesh","NALGONDA","Sunflower","2001-02","Kharif","273.0","Hectare","187.0","Tonnes","0.684981684981685"
"Andhra Pradesh","NALGONDA","Sunflower","2002-03","Kharif","1073.0","Hectare","525.0","Tonnes","0.48928238583411"
"Andhra Pradesh","NALGONDA","Sunflower","2003-04","Kharif","847.0","Hectare","929.0","Tonnes","1.0968122786304604"
"Andhra Pradesh","NIZAMABAD","Sunflower","2001-02","Kharif","3057.0","Hectare","3729.0","Tonnes","1.2198233562315997"
"Andhra Pradesh","NIZAMABAD","Sunflower","2002-03","Kharif","5747.0","Hectare","4592.0","Tonnes","0.7990255785627284"
"Andhra Pradesh","NIZAMABAD","Sunflower","2003-04","Kharif","13321.0","Hectare","13985.0","Tonnes","1.0498461076495758"
"Andhra Pradesh","PRAKASAM","Sunflower","2001-02","Kharif","6737.0","Hectare","7351.0","Tonnes","1.0911384889416653"
"Andhra Pradesh","PRAKASAM","Sunflower","2002-03","Kharif","15013.0","Hectare","16269.0","Tonnes","1.0836608272830215"
"Andhra Pradesh","PRAKASAM","Sunflower","2003-04","Kharif","19643.0","Hectare","24570.0","Tonnes","1.2508272667107876"
"Andhra Pradesh","RANGAREDDI","Sunflower","2001-02","Kharif","951.0","Hectare","712.0","Tonnes","0.7486855941114616"
"Andhra Pradesh","RANGAREDDI","Sunflower","2002-03","Kharif","669.0","Hectare","478.0","Tonnes","0.7144992526158446"
"Andhra Pradesh","RANGAREDDI","Sunflower","2003-04","Kharif","852.0","Hectare","800.0","Tonnes","0.9389671361502347"
"Andhra Pradesh","SPSR NELLORE","Sunflower","2001-02","Kharif","2511.0","Hectare","2838.0","Tonnes","1.130227001194743"
"Andhra Pradesh","SPSR NELLORE","Sunflower","2002-03","Kharif","4565.0","Hectare","4227.0","Tonnes","0.9259583789704272"
"Andhra Pradesh","SPSR NELLORE","Sunflower","2003-04","Kharif","13293.0","Hectare","12845.0","Tonnes","0.9662980516061085"
"Andhra Pradesh","SRIKAKULAM","Sunflower","2001-02","Kharif","71.0","Hectare","80.0","Tonnes","1.1267605633802817"
"Andhra Pradesh","SRIKAKULAM","Sunflower","2002-03","Kharif","56.0","Hectare","61.0","Tonnes","1.0892857142857142"
"Andhra Pradesh","SRIKAKULAM","Sunflower","2003-04","Kharif","753.0","Hectare","885.0","Tonnes","1.1752988047808766"
"Andhra Pradesh","VISAKHAPATANAM","Sunflower","2003-04","Kharif","7.0","Hectare","8.0","Tonnes","1.1428571428571428"
"Andhra Pradesh","WARANGAL","Sunflower","2001-02","Kharif","728.0","Hectare","1183.0","Tonnes","1.625"
"Andhra Pradesh","WARANGAL","Sunflower","2002-03","Kharif","244.0","Hectare","500.0","Tonnes","2.0491803278688523"
"Andhra Pradesh","WARANGAL","Sunflower","2003-04","Kharif","313.0","Hectare","461.0","Tonnes","1.4728434504792332"
"Andhra Pradesh","WEST GODAVARI","Sunflower","2001-02","Kharif","437.0","Hectare","494.0","Tonnes","1.1304347826086956"
"Andhra Pradesh","WEST GODAVARI","Sunflower","2002-03","Kharif","1610.0","Hectare","1755.0","Tonnes","1.0900621118012421"
"Andhra Pradesh","WEST GODAVARI","Sunflower","2003-04","Kharif","2966.0","Hectare","3485.0","Tonnes","1.174983142279164"
"Andhra Pradesh","ADILABAD","Sweet potato","2001-02","Whole Year","6.0","Hectare","80.0","Tonnes","13.333333333333334"
"Andhra Pradesh","ADILABAD","Sweet potato","2002-03","Whole Year","5.0","Hectare","54.0","Tonnes","10.8"
"Andhra Pradesh","ADILABAD","Sweet potato","2003-04","Whole Year","6.0","Hectare","43.0","Tonnes","7.166666666666667"
"Andhra Pradesh","ANANTAPUR","Sweet potato","2001-02","Whole Year","31.0","Hectare","411.0","Tonnes","13.258064516129032"
"Andhra Pradesh","ANANTAPUR","Sweet potato","2002-03","Whole Year","50.0","Hectare","540.0","Tonnes","10.8"
"Andhra Pradesh","ANANTAPUR","Sweet potato","2003-04","Whole Year","30.0","Hectare","217.0","Tonnes","7.233333333333333"
"Andhra Pradesh","CHITTOOR","Sweet potato","2001-02","Whole Year","188.0","Hectare","2495.0","Tonnes","13.27127659574468"
"Andhra Pradesh","CHITTOOR","Sweet potato","2002-03","Whole Year","160.0","Hectare","1739.0","Tonnes","10.86875"
"Andhra Pradesh","CHITTOOR","Sweet potato","2003-04","Whole Year","177.0","Hectare","1280.0","Tonnes","7.231638418079096"
"Andhra Pradesh","EAST GODAVARI","Sweet potato","2001-02","Whole Year","60.0","Hectare","797.0","Tonnes","13.283333333333333"
"Andhra Pradesh","EAST GODAVARI","Sweet potato","2002-03","Whole Year","75.0","Hectare","810.0","Tonnes","10.8"
"Andhra Pradesh","EAST GODAVARI","Sweet potato","2003-04","Whole Year","53.0","Hectare","383.0","Tonnes","7.226415094339623"
"Andhra Pradesh","GUNTUR","Sweet potato","2001-02","Whole Year","55.0","Hectare","1544.0","Tonnes","28.072727272727274"
"Andhra Pradesh","GUNTUR","Sweet potato","2002-03","Whole Year","58.0","Hectare","1635.0","Tonnes","28.189655172413794"
"Andhra Pradesh","GUNTUR","Sweet potato","2003-04","Whole Year","33.0","Hectare","239.0","Tonnes","7.242424242424242"
"Andhra Pradesh","KADAPA","Sweet potato","2001-02","Whole Year","62.0","Hectare","823.0","Tonnes","13.274193548387096"
"Andhra Pradesh","KADAPA","Sweet potato","2002-03","Whole Year","40.0","Hectare","432.0","Tonnes","10.8"
"Andhra Pradesh","KADAPA","Sweet potato","2003-04","Whole Year","77.0","Hectare","557.0","Tonnes","7.233766233766234"
"Andhra Pradesh","KARIMNAGAR","Sweet potato","2001-02","Whole Year","25.0","Hectare","332.0","Tonnes","13.28"
"Andhra Pradesh","KARIMNAGAR","Sweet potato","2002-03","Whole Year","24.0","Hectare","259.0","Tonnes","10.791666666666666"
"Andhra Pradesh","KHAMMAM","Sweet potato","2001-02","Whole Year","6.0","Hectare","80.0","Tonnes","13.333333333333334"
"Andhra Pradesh","KHAMMAM","Sweet potato","2002-03","Whole Year","3.0","Hectare","32.0","Tonnes","10.666666666666666"
"Andhra Pradesh","KHAMMAM","Sweet potato","2003-04","Whole Year","23.0","Hectare","166.0","Tonnes","7.217391304347826"
"Andhra Pradesh","KRISHNA","Sweet potato","2001-02","Whole Year","12.0","Hectare","160.0","Tonnes","13.333333333333334"
"Andhra Pradesh","KRISHNA","Sweet potato","2002-03","Whole Year","12.0","Hectare","130.0","Tonnes","10.833333333333334"
"Andhra Pradesh","KRISHNA","Sweet potato","2003-04","Whole Year","22.0","Hectare","159.0","Tonnes","7.2272727272727275"
"Andhra Pradesh","KURNOOL","Sweet potato","2001-02","Whole Year","16.0","Hectare","212.0","Tonnes","13.25"
"Andhra Pradesh","KURNOOL","Sweet potato","2002-03","Whole Year","17.0","Hectare","184.0","Tonnes","10.823529411764707"
"Andhra Pradesh","KURNOOL","Sweet potato","2003-04","Whole Year","15.0","Hectare","108.0","Tonnes","7.2"
"Andhra Pradesh","PRAKASAM","Sweet potato","2001-02","Whole Year","605.0","Hectare","9829.0","Tonnes","16.24628099173554"
"Andhra Pradesh","PRAKASAM","Sweet potato","2002-03","Whole Year","425.0","Hectare","4655.0","Tonnes","10.952941176470588"
"Andhra Pradesh","PRAKASAM","Sweet potato","2003-04","Whole Year","317.0","Hectare","2100.0","Tonnes","6.624605678233438"
"Andhra Pradesh","RANGAREDDI","Sweet potato","2001-02","Whole Year","82.0","Hectare","1088.0","Tonnes","13.268292682926829"
"Andhra Pradesh","RANGAREDDI","Sweet potato","2002-03","Whole Year","26.0","Hectare","281.0","Tonnes","10.807692307692308"
"Andhra Pradesh","RANGAREDDI","Sweet potato","2003-04","Whole Year","59.0","Hectare","427.0","Tonnes","7.237288135593221"
"Andhra Pradesh","SPSR NELLORE","Sweet potato","2001-02","Whole Year","260.0","Hectare","4442.0","Tonnes","17.084615384615386"
"Andhra Pradesh","SPSR NELLORE","Sweet potato","2002-03","Whole Year","112.0","Hectare","1174.0","Tonnes","10.482142857142858"
"Andhra Pradesh","SPSR NELLORE","Sweet potato","2003-04","Whole Year","85.0","Hectare","806.0","Tonnes","9.48235294117647"
"Andhra Pradesh","SRIKAKULAM","Sweet potato","2001-02","Whole Year","42.0","Hectare","558.0","Tonnes","13.285714285714286"
"Andhra Pradesh","SRIKAKULAM","Sweet potato","2002-03","Whole Year","47.0","Hectare","508.0","Tonnes","10.808510638297872"
"Andhra Pradesh","SRIKAKULAM","Sweet potato","2003-04","Whole Year","36.0","Hectare","260.0","Tonnes","7.222222222222222"
"Andhra Pradesh","VISAKHAPATANAM","Sweet potato","2001-02","Whole Year","428.0","Hectare","2069.0","Tonnes","4.83411214953271"
"Andhra Pradesh","VISAKHAPATANAM","Sweet potato","2002-03","Whole Year","177.0","Hectare","353.0","Tonnes","1.9943502824858756"
"Andhra Pradesh","VISAKHAPATANAM","Sweet potato","2003-04","Whole Year","196.0","Hectare","1417.0","Tonnes","7.229591836734694"
"Andhra Pradesh","VIZIANAGARAM","Sweet potato","2001-02","Whole Year","54.0","Hectare","717.0","Tonnes","13.277777777777779"
"Andhra Pradesh","VIZIANAGARAM","Sweet potato","2002-03","Whole Year","44.0","Hectare","475.0","Tonnes","10.795454545454545"
"Andhra Pradesh","VIZIANAGARAM","Sweet potato","2003-04","Whole Year","38.0","Hectare","275.0","Tonnes","7.2368421052631575"
